word,ipa,phones,confidence,commentary,g2p_output,matched
acil çıkış,/aː.ˈdʒiltʃɯ.ˈkʰɯʃ/,aː d͡ʒ i l t͡ʃ ɯ kʰ ɯ ʃ,0.95,"DOĞRU KURALLAR: Kelime grubu Arapça kökenli 'acil' ve Türkçe 'çıkış' sözcüklerinden oluşur. 'Acil' sözcüğündeki ilk 'a' ünlüsü uzundur [aː]. İnce 'i' ünlüsünün yanındaki 'l' incedir [l]. 'Çıkış' sözcüğünde hece başındaki 'k' ötümsüz patlayıcısı aspire edilerek [kʰ] varyantıyla gösterilir. Havuzda 'ç' için soluklu bir varyant (tʃʰ) bulunmadığından [tʃ] yalın bırakılır. Her iki kelime de kendi içinde son hecelerinde vurgu barındırır. HATA ANALİZİ: İstisnasız her iki referans da alıntı kelimelerdeki uzun 'a' detayını atlamış ([a]) ve belirtilen sembol havuzunda bulunmamasına rağmen bağcıklı (tie-bar) [d͡ʒ, t͡ʃ] karakterlerini üretmiştir. Ref 2 ek olarak, kelime sınırını silip kelimeleri peş peşe hecelendirmiş ve 'k' ünsüzündeki aspirasyon kuralını işletmemiştir. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin algoritmasına şu kurallar entegre edilmelidir: 1) 'Alıntı Kelime İstisnası (Hardcoded): Yazımda düzeltme işareti olmasa bile Arapça kökenli belli başlı sözcüklerdeki (ör. acil, cahil, katil) ilk 'a' sesini uzun [aː] olarak transkribe et.' 2) 'Karakter Haritalama Katı Kuralı: Affricate sesler (ç, c) transkribe edilirken özel işaretler (tie-bar dahil) kullanma, doğrudan havuz içindeki [tʃ, dʒ] birimlerini bağcık kullanmadan eşleştir.' 3) 'Bütünleşik Yüzey Koruması: İfadeler arasında boşluk (space) varsa, hece sınırlandırmasını kelimelerin içinde tut ve bağımsız kelimeleri birleştirmek için nokta (.) kullanma.'",/a.ˈd͡ʒilt͡ʃɯ.ˈkʰɯʃ/,false
adetken,/a.ˈdæt.cʰæn/,a d æ t cʰ æ n,0.65,"DOĞRU KURALLAR: 1) Vurgu: '-ken' zarf-fiil eki Türkçe fonolojisinde vurgusuzdur. Vurguyu daima kendisinden bir önceki heceye kaydırır. Bu nedenle birincil vurgu ikinci hecededir ([ˈdæt]). 2) Ünsüzler ve Aspirasyon: 'k' ünsüzü ön damak ünlüsü olan 'e' ile yan yana geldiği için damaksıllaşarak [c] sesine dönüşür ve hece başı patlayıcısı olduğu için aspire edilerek [cʰ] şeklinde telaffuz edilir. 3) Ünlüler: 'e' ünlüsü kapalı hecelerde 't' ve 'n' ünsüzlerinden önce açık varyantı olan [æ] ile telaffuz edilir. HATA ANALİZİ: Referans 1, ünsüz damaksıllaşması ve aspirasyonunu doğru uygulamış ancak '-ken' ekinin istisnai vurgu özelliğini atlayarak morfolojik analiz yapmadan kelime sonu vurgusu kuralını işletmiştir. Referans 2 ise hem vurgu hatası yapmış hem de ince ünlü yanındaki 'k' sesini damaksıllaştırmayıp velar [kʰ] olarak hatalı bırakmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin algoritmasına şu kurallar eklenmelidir: 1) 'Morfolojik Vurgu İstisnası: Eğer kelime -ken ekiyle bitiyorsa, standart kelime sonu vurgu kuralını ez ve birincil vurguyu (ˈ) daima -ken hecesinden bir önceki heceye sabitle.' 2) 'Damaksıllaşma (Palatalizasyon): [k] ve [g] ünsüzleri ince ünlülerle (e, i, œ, y) aynı hecedeyse kesinlikle damaksıl varyantlarına ([c], [ɟ]) dönüştür.' (Not: 'adet' (sayı) ve 'âdet' (gelenek) kelimeleri eşyazımlı olduğu için bağlam olmadan ilk ünlünün uzun [aː] mu yoksa kısa [a] mı olduğu kesin bilinemez. Güven skorunun düşük tutulması bu homografik belirsizlikten kaynaklanmaktadır.)",/a.dæt.ˈcʰæn/,false
affetmeyeceğine,/af.ˈfæt.me.je.dʒe.ji.ne/,a f f æ t m e j e d͡ʒ e j i n e,0.95,"DOĞRU KURALLAR: 1. Vurgu: Olumsuzluk eki olan '-me' vurguyu üzerine almaz ve bir önceki heceye atar, bu nedenle vurgu 'fet' hecesindedir. 2. Hece ve Ünlüler: 'fet' gibi kapalı hecelerde 'e' ünlüsü genellikle daha açık olan [æ] varyantına dönüşür. 3. Ünsüzler: İki ön ünlü (e ve i) arasında kalan 'ğ', standart fonetikte palatal kayıcı olan [j] sesine dönüşür ('ceği' -> [dʒe.ji]). HATA ANALİZİ: Çıktılar vurguyu, 'ğ' sızıcılaşmasını ve 'e' açılmasını doğru bilmiş, ancak izin verilen sembol havuzunda 'dʒ' karakterleri bağsız verilmişken, her iki çıktı da havuza aykırı olarak tie-bar (bağ) karakteri içeren 'd͡ʒ' sembolünü üretme hatasına düşmüşlerdir. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Algoritmaya şu kural tanımlanmalıdır: 'Karakter Havuzu Politikası: Çıktı üretmeden önce izin verilen sembol havuzunu tarayıp, sistemin ürettiği tie-bar (d͡ʒ, t͡ʃ) gibi havuz dışı Unicode birleştirmelerini doğrudan havuzdaki basit yapılarla (dʒ, tʃ) değiştir/filtrele.'",/af.ˈfæt.me.je.d͡ʒe.ji.ne/,false
aile,/aː.i.ˈle/,aː i l e,0.95,"DOĞRU KURALLAR: Kelime Arapça kökenlidir; ilk hecedeki 'a' ünlüsü uzundur [aː]. Yan yana gelen 'a' ve 'i' ünlüleri arasında standart telaffuzda kaynaştırma ünsüzü bulunmaz, iki ünlü ayrı hecelere bölünür [aː.i]. Son hecedeki 'e' ince ünlüsü, kendisinden önceki 'l' sesinin standart [l] olarak kalmasını sağlar. Vurgu kurallı olarak son hecededir. HATA ANALİZİ: Referans 1, ünlü uzunluğunu doğru tespit etmiş ancak dar çeviri (narrow transcription) kurallarına aykırı biçimde köşeli parantez yerine geniş çeviri işaretleri (/) kullanmıştır. Referans 2 ise kelimenin köken bilgisini hesaba katmadığı için ilk hecedeki ünlü uzunluğunu atlamış ve kelimeyi kısa ünlülü olarak çevirmiştir. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) 'Arapça kökenli olup yazımda yan yana (ai) ünlüsü bulunduran kelimelerin (aile, şair, fail vb.) ilk hecesindeki 'a' ünlüsünü uzun [aː] olarak işaretle.' 2) 'Dar çeviri istenen durumlarda çıktıyı eğik çizgi (/) yerine kesinlikle köşeli parantez ([ ]) içine al.'",/aː.i.ˈle/,true
aileleri,/aː.i.le.le.ˈɾi/,aː i l e l e ɾ i,0.95,"DOĞRU KURALLAR: 1) Ünlü Uzunluğu: Arapça kökenli 'aile' kelimesinin ilk hecesindeki 'a' ünlüsü standart Türkçede uzun okunur [aː]. 2) Vurgu: Çoğul eki (-ler) ve sonrasındaki iyelik/belirtme eki (-i) vurguyu kelime sonundaki heceye taşır [ˈɾi]. 3) Ünsüzler: Türkçe 'r' ünsüzü her zaman tek vuruşludur [ɾ]. HATA ANALİZİ: Referans çıktılar, vurguyu ve ünsüz haritalamalarını doğru tespit etmelerine karşın, yazım kurallarında şapka işareti kullanılmamasından ötürü grafem-fonem dönüşümünü salt harflere dayanarak yapmış ve 'a' sesini kısa [a] çevirerek eksik bir transkripsiyon üretmiştir. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin algoritmasına şu koşul eklenmelidir: 'Görünmez Vokal Uzunluğu İstisnası: Yazımda düzeltme işareti (şapka) almayan ancak telaffuzda uzun ünlü barındıran Arapça/Farsça alıntılar için bir hardcoded sözlük tanımla (örn: aile, adalet, ifade) ve 'aile' kelimesi tespit edildiğinde ilk heceyi daima [aː] olarak çıkar.'",/a.i.le.le.ˈɾi/,false
akiller,/aː.cʰil.ˈlæɾ/,aː cʰ i l l æ ɾ,0.95,"DOĞRU KURALLAR: Kelime Arapça kökenli 'âkil' (akıllı, bilge) sözcüğünün çoğuludur. İlk hecedeki 'a' ünlüsü uzundur [aː]. İnce ünlü (i) öncesindeki 'k' ünsüzü damaksıllaşarak [c] olur ve hece başı pozisyonunda soluklanır [cʰ]. Çoğul eki '-ler' kelime sonu vurgusunu alır [ˈlæɾ]. Son hecedeki 'e', 'r' ünsüzü öncesinde açılarak [æ] sesine dönüşür. Kelime içindeki iki 'l' hece sınırında [l.l] şeklinde telaffuz edilir. HATA ANALİZİ: Referans 1 ve Referans 2, düzeltme işareti yazılmasa bile okunması gereken ünlü uzunluğunu [aː] atlamıştır. Ayrıca her iki referans, izin verilen sembol havuzunda yer almayan bir 'r' varyantını kullanma hatasına düşmüştür. Referans 2, standart isimlerde son heceye düşen vurgu kuralını ihlal ederek vurguyu hatalı heceye yerleştirmiştir. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) 'Yazım-Okunuş Uyuşmazlığı: Arapça kökenli alıntı kelimelerde (akil, katip vb.) yazıda şapka olmasa da fonetik transkripsiyonda uzun ünlü [aː] kullan.' 2) 'Katı Sembol Filtresi: İzin verilen sembol setinde bulunmayan hiçbir sembolü kullanma, standart varyantlara dönüştür.' 3) 'Çoğul Eki Vurgusu: İsim soylu sözcüklerde -lAr çoğul eki birincil vurguyu daima kendi üzerine alır, kuralı sabitle.'",/a.cʰil.ˈlæɾ̞̊/,false
akyıldız,/ak.jɯɫ.ˈdɯz/,a k j ɯ ɫ d ɯ z,0.95,"DOĞRU KURALLAR: Kelime 'ak' ve 'yıldız' sözcüklerinin birleşmesinden oluşmuştur. 'a' kalın ünlüsünden sonra gelen 'k' ünsüzü standart artdamaksıl [k] olarak telaffuz edilir. 'ı' kalın ünlüsünden dolayı 'l' ünsüzü karanlık/kalın [ɫ] varyantıyla okunur. Bileşik sözcük yapısında tür adına işaret ediyorsa (veya soyadıysa) vurgu beklendiği gibi son hecededir. HATA ANALİZİ: Referans 1, ardılındaki 'y' [j] ünsüzünün damaksıl (palatal) olmasından etkilenerek hece sonundaki 'k' ünsüzünü ezbere bir şekilde damaksıllaştırmış ve [c] yapmıştır; oysa kalın ünlü barındıran morfem sınırlarında (özellikle bileşik kelimelerde) bu tür tam benzeşmeler kural dışıdır. Referans 2 ise grafem-fonem dönüşümünü en doğru biçimde başarmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kural eklenmelidir: 'Kalın ünlülerle (a, ı, o, u) kurulan hecelerin/morfemlerin sonundaki velar (artdamaksıl) ünsüzler (k, g, l), birleşik kelime senaryolarında yan yana geldikleri hece damaksıl [j] ile başlasa dahi kalınlık-incelik uyumunu takip eder ve [k, ɫ] standartlarını korur; onları ince [c, ɟ, l] varyantlarına dönüştürme.'",/ac.jɯɫ.ˈdɯz/,false
akıl,/a.ˈkʰɯɫ/,a kʰ ɯ ɫ,0.98,"DOĞRU KURALLAR: Kelime Arapça kökenli olsa da Türkçenin fonotaktik kurallarına tam uyarlanmıştır. Vurgu kurallı olarak son hecededir. 'k' ünsüzü hece başında yer aldığı ve vurgulu heceyi başlattığı için solukludur (aspire edilir) [kʰ]. Son sesteki 'l', kendisinden önceki art ünlü [ɯ] nedeniyle kalın/velarize l [ɫ] olarak telaffuz edilir. HATA ANALİZİ: Referans 1, fonetik sesleri ve aspirasyonu doğru bulmuştur ancak dar çeviri gösterimi olarak köşeli parantez [] yerine fonemik parantez // kullanmıştır. Referans 2 ise hece başı ötümsüz patlayıcıların vurgulu hecede soluklu okunması kuralını atlayarak k'yı yalın [k] bırakmış ve aynı şekilde yanlış parantez kullanmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu katı kurallar eklenmelidir: 1) Hece Başında Aspirasyon Kuralı: Eğer bir ötümsüz patlayıcı (p, t, k, c) vurgulu hecenin başlangıcında (onset) yer alıyorsa, onu dar çeviride kesinlikle soluklu (ʰ) varyantıyla göster. 2) Notasyon Standartlaştırması: Çıktı dar çeviri (narrow transcription) ise, // yerine daima köşeli parantez [] kullan.",/a.ˈkʰɯɫ/,true
akşam,/ak.ˈʃam/,a k ʃ a m,1,"DOĞRU KURALLAR: Kelime kalın ünlüler barındıran Türkçe kökenli bir sözcüktür. Heceleme 'ak.şam' şeklindedir ve Türkçe standart vurgu kuralı gereği vurgu son hecededir [ˈʃam]. İlk hecenin sonunda (koda pozisyonunda) yer alan 'k' patlayıcı ünsüzü, hece başı olmadığı için aspirasyon (soluklanma) almaz ve yalın [k] olarak transkribe edilir. 'ş' grafemi Uluslararası Fonetik Alfabe'de [ʃ] sembolüyle gösterilir. HATA ANALİZİ: Referans çıktılar fonemleri ve vurgu yerini doğru tespit etmiştir. Ancak fonetik analizde istenen format dar çeviri (narrow transcription) olduğu için eğik çizgi (/.../) yerine köşeli parantez ([...]) kullanılmalıydı. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) Çıktı Formatı Kuralı: Fonetik dar çeviri işlemlerinde sınır işaretleyicisi olarak daima köşeli parantez '[...]' kullan. 2) Koda Patlayıcıları (Coda Stops) Kuralı: Hece sonunda (koda pozisyonunda) yer alan [p, t, k, c] gibi ötümsüz patlayıcı ünsüzlere aspirasyon (ʰ) uygulama.",/ak.ˈʃam/,true
al,/ˈaɫ/,a ɫ,1,"DOĞRU KURALLAR: Kelime tek hecelidir. Türkçede kalın (arka sıra) ünlülerden (a, ɯ, o, u) sonra hece sonunda gelen 'l' sesi kalınlaşarak velarize [ɫ] varyantına dönüşür. Tek heceli kelimeler bağımsız telaffuz edildiklerinde vurguyu kendi üzerilerinde [ˈ] taşırlar. HATA ANALİZİ: Ref 1, tek heceli kelimede bulunması gereken vurgu işaretini [ˈ] atlamıştır. Ayrıca her iki referans da dar çeviri (narrow transcription) istenmesine rağmen köşeli ayraç [...] yerine geniş çeviri (broad transcription) işareti olan eğik çizgi /.../ kullanmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) 'L-Velarizasyonu: [a, ɯ, o, u] ünlülerinden sonra hece veya kelime sonunda gelen l harfini daima kalın [ɫ] varyantına çevir.' 2) 'Tek Hece Vurgusu: Tek heceli bağımsız kelimelerin dar çevirilerinde hece başına birincil vurgu işaretini [ˈ] mutlaka ekle.' 3) 'Çeviri Formatı: Dar (fonetik) çeviri yaparken /.../ yerine daima [...] sınır işaretlerini kullan.'",/aɫ/,false
alamadıklarının,/a.ˈɫa.ma.dɯk.ɫa.ɾɯ.nɯn/,a ɫ a m a d ɯ k ɫ a ɾ ɯ n ɯ n,0.95,"DOĞRU KURALLAR: Kelime yeterlik fiilinin olumsuzluk ekini (-ama) içerir. Olumsuzluk eki (-ma/-me) vurguyu reddeder ve vurguyu daima bir önceki heceye (yeterlik ekinin ünlüsüne) atar [ˈɫa]. Kelimedeki tüm ünlüler kalın sıradan olduğu için 'l' ünsüzleri kalın [ɫ] formunda transkribe edilir. Kelime içi ünsüz kümelerinde hece sınırı standart Türkçe kuralına göre iki ünsüzün ortasından geçer (dɯk.ɫa). HATA ANALİZİ: Ref 1, fiilimsilerde olumsuzluk ekinin vurgu reddetme istisnasını bilmediği için genel isim vurgusunu ezbere uygulayıp vurguyu son heceye atmıştır. Ref 2, Türkçedeki hece sınırlarını İngilizce kelimelerdeki gibi yanlış yerleştirmiş (dɯ.kɫa) ve vurguyu tamamen atlamıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin algoritmasına şu iki hardcoded kural eklenmelidir: 1) 'Heceleme (Syllabification): Yan yana gelen iki ünsüz (VCCV dizilimi) daima hecelerin ortasından bölünür (VC.CV).' 2) 'Vurgu İstisnası: Kelimede olumsuzluk eki (-ma/-me) bulunuyorsa, kelime sonu vurgu kuralını kesinlikle iptal et ve birincil vurguyu (ˈ) olumsuzluk ekinden hemen önceki heceye yerleştir.'",/a.ɫa.ma.dɯk.ɫa.ɾɯ.ˈnɯn/,false
alt,/ˈaɫt/,a ɫ t,1,"DOĞRU KURALLAR: Kelime tek hecelidir ve bu nedenle birincil vurgu işareti hecenin en başında yer alır [ˈa]. Artdamaksıl (kalın) bir ünlü olan 'a' sesinden sonra gelen 'l' ünsüzü, ünlü uyumu ve bağlam gereği artdamaksıllaşarak (velarized) kalın [ɫ] varyantına dönüşür. Kelime sonundaki 't' ötümsüz patlayıcısı standart formunu korur. HATA ANALİZİ: Referans 1, tek heceli kelimelerde de bulunması gereken birincil vurgu işaretini (ˈ) atlamış ve dar çeviri parantezi yerine geniş çeviri (//) kullanmıştır. Referans 2, vurgu ve kalın [ɫ] kullanımında doğru sonuç vermiş ancak o da dar çeviri kuralı olan köşeli parantez ([]) formatına uymamıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin algoritmasına şu katı kurallar eklenmelidir: 1) 'Vurgu İşaretleme: Kelime tek heceli olsa dahi bağımsız kelimelerin dar fonetik çevirilerinde hece başına mutlaka birincil vurgu (ˈ) işaretini ekle.' 2) 'Ünsüz Çevresel Etkileşimi: Kalın ünlülerle (a, ɯ, o, u) aynı hecede veya bitişik konumda bulunan 'l' ünsüzlerini daima kalın varyant olan [ɫ] ile eşleştir.' 3) 'Format: Dar çevirileri (narrow transcription) kesinlikle köşeli parantez ([]) içinde sun.'",/aɫt/,false
ana deniz bilimi,/a.ˈnade.ˈnizbi.li.ˈmi/,a n a d e n i z b i l i m i,0.95,"DOĞRU KURALLAR: Vurgu: Standart Türkçe kurallarına göre birleşik yazılmayan isim tamlamaları ve sözcük öbeklerinde her kelime kendi bağımsız vurgusunu korur. Sözcüklerin üçünde de vurgu kelime sonundadır. Ünsüzler/Ünlüler: 'bilimi' sözcüğündeki 'l' ünsüzü ince ünlülerle (i) kuşatıldığı için açık/sığ [l] varyantındadır. Öbekte [p, t, k, c] gibi ötümsüz patlayıcılar bulunmadığından aspirasyon (ʰ) kuralı devreye girmez. HATA ANALİZİ: Referans 1, doğru fonemik sınırı ve kelime bazlı vurguları korumuş ancak dar çeviri standardı olan köşeli parantez [ ] yerine geniş çeviri / / işaretlerini kullanmıştır. Referans 2 ise üç ayrı kelimeden oluşan bu yapıyı tamamen bitişik yazılmış bir bileşik kelime zannederek aradaki boşlukları ve kelime vurgularını yok etmiş (over-compounding), sadece sondan ikinci heceye tek bir vurgu atayarak yapısal ve fonolojik bir hata yapmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar entegre edilmelidir: 1) 'Öbek ve Sınır Koruması: Girdi eğer boşluklarla ayrılmış birden fazla kelimeden oluşuyorsa, bunları birleştirmekten (merge) kaçın; her sözcüğün kendi bağımsız sözcük vurgusunu standart kurallara göre ayrı ayrı uygula ve aradaki boşlukları (space) nihai fonetik dizede muhafaza et.' 2) 'Dar Çeviri Formatı: Çıktı bir dar çeviri (narrow transcription) ise, slash (/.../) yerine daima köşeli parantez ([...]) bloğu kullan.'",/a.ˈnade.ˈnizbi.li.ˈmi/,true
analizlerimizi,/a.na.liz.le.ɾi.mi.ˈzi/,a n a l i z l e ɾ i m i z i,1,"DOĞRU KURALLAR: Kelime, Fransızca kökenli 'analiz' sözcüğüne sırasıyla çokluk (-lAr), birinci çoğul iyelik (-ImIz) ve belirtme durumu (-I) eklerinin getirilmesiyle oluşmuştur. Tüm bu çekim ekleri standart kurallar gereği vurguyu üzerlerine çeker, bu nedenle birincil vurgu son hecededir [ˈzi]. Kelime içindeki ünsüz dizilimlerinde (örn. zl), hece bölünmesi VCCV -> VC.CV prensibiyle gerçekleşir, böylece dizilim [liz.le] olur. HATA ANALİZİ: Referans 1 heceleme, segmentasyon ve vurgu konusunda kelimeyi kusursuz, kurala uygun biçimde transkribe etmiştir. Referans 2 ise hem vurgu kuralını atlayarak vurguyu kelimenin ortasına koymuş hem de Türkçe hece yapısına aykırı olan karmaşık hece başı (li.zle) oluşturarak çok kaba bir heceleme hatasına düşmüştür. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Algoritmaya şu temel kurallar kesin olarak işlenmelidir: 1) 'Hece Sınırı (Syllabification): Türkçede kelime içinde yan yana gelen iki ünsüz (VCCV) daima ortadan ikiye ayrılır. Birinci ünsüz önceki hecenin koda (coda) kısmına, ikinci ünsüz sonraki hecenin baş (onset) kısmına yerleştirilmelidir (liz.le); kelimenin ortasında kompleks/çift ünsüzle başlayan hece (zle) oluşturma.' 2) 'Ek Zinciri Vurgusu: Çokluk, iyelik ve durum (hâl) ekleri peş peşe eklendiğinde, kelimenin kökünde yerleşik istisnai bir vurgu yoksa birincil vurguyu son morfeme/heceye kaydır.'",/a.na.liz.le.ɾi.mi.ˈzi/,true
anla,/an.ˈɫa/,a n ɫ a,0.98,"DOĞRU KURALLAR: Kelime tamamen kalın ünlülerden (a) oluşmaktadır. Kalın ünlü bağlamında (a sesiyle komşu) bulunan 'l' ünsüzü artdamaksıllaşarak kalın (dark) l [ɫ] varyantına dönüşür. 'n' sesi alveoler [n] olarak standart halini korur. Kelime emir kipinde bir fiildir ve Türkçede emir kipi olumlu çekimlerinde vurgu genel olarak son heceye kayar, bu sebeple birincil vurgu son hecededir. HATA ANALİZİ: Referans çıktılar heceleme, vurgu yeri ve kalın [ɫ] varyantını bulma konusunda doğru bir analiz yapmıştır. Ancak dar çeviri (narrow transcription) kuralları gereği IPA transkripsiyonu köşeli parantez [...] ile gösterilmelidir; referanslarda ise geniş çeviri (broad transcription) belirteci olan eğik çizgi /.../ kullanılmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme eklenmesi gereken kural: 'Dar çeviri (narrow transcription) üretirken çıktıları asla eğik çizgi (/) ile başlatıp bitirme; allofonik varyasyonların da gösterildiği bu tip transkripsiyonları her zaman köşeli parantez ([...]) içine al.'",/an.ˈɫa/,true
anlam,/an.ˈɫam/,a n ɫ a m,1,"DOĞRU KURALLAR: Türkçe kurallarına göre kelimenin vurgusu son hecededir [an.ˈɫam]. Ünsüzler açısından kelimedeki 'l' sesi, kalın ünlülerle (a) çevrelendiği ve aynı hecede bulunduğu için artdamaksıllaşarak kalın l [ɫ] varyantına dönüşür. 'n' ve 'm' genizselleri temel halleriyle okunur, herhangi bir ötümsüzleşme veya daralma söz konusu değildir. HATA ANALİZİ: Referans çıktılar fonetik segmentleri ve kalın [ɫ] alofonunu mükemmel tespit etmiş, vurguyu da doğru konuma yerleştirmiştir. Ancak sistem, dar çeviri (narrow transcription) formatına aykırı biçimde köşeli ayraç [...] yerine eğik çizgi /.../ (geniş çeviri işareti) kullanmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu metadolojik kural eklenmelidir: 'Karakter ve Format Sınırlandırması: Çıktı dar çeviri (narrow transcription) seviyesinde istendiğinde ve alofonik semboller (ɫ, c, ʰ vb.) barındırdığında, IPA çıktısını kesinlikle köşeli ayraç [...] içine al. Kesin bir talimat gelmedikçe /.../ (broad transcription) işaretlemesini üretme.'",/an.ˈɫam/,true
anlayışsızlığından,/an.ɫa.jɯʃ.sɯz.ɫɯ.ɯn.ˈdan/,a n ɫ a j ɯ ʃ s ɯ z ɫ ɯ ɯ n d a n,0.95,"DOĞRU KURALLAR: 1. Vurgu: -dan (Ayrılma durumu) eki çekim ekidir ve vurguyu üzerine alır; dolayısıyla birincil vurgu son hecededir (ˈdan). 2. Karanlık l: Arka ünlülerle (a, ı) komşu olan 'l' ünsüzleri kalın/velarize [ɫ] varyantıyla sesletilir. 3. Yumuşak G (ğ): Aynı iki arka ünlü arasındaki 'ğ' düşer ve ya yan yana iki ünlü (hiatus) [ɯ.ɯ] ya da hece birleşmesiyle tek bir uzun ünlü [ɯː] üretir. Standart dar çeviride hece sayısını koruyan [ɫɯ.ɯn] formu veya akıcı konuşmadaki [ɫɯːn] formu doğrudur. HATA ANALİZİ: Referans 1, vurguyu ve kalın [ɫ] seslerini doğru bulmasına rağmen 'ğ' düşümü sırasında hem ilk ünlüyü uzatıp hem de ikinciyi koruyarak ([ɯː.ɯ]) fazladan (3 mora) fonetik süre yaratmış ve hece dengesini bozmuştur. Referans 2 ise İngilizce benzeri düz [l] kullanarak velarizasyon kuralını atlamış, 'ığ' dizisini tamamen yutarak ([lɯn]) hece eksiltmiştir. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu iki kural eklenmelidir: 1) Karanlık L Kuralı: 'Kelime içindeki l ünsüzü arka ünlülerden (a, ı, o, u) önce veya sonra geliyorsa kesinlikle [ɫ] varyantıyla değiştir.' 2) Yumuşak G (ğ) Kuralı: 'Aynı iki ünlü arasındaki ğ harfi düşürüldüğünde, sistem ya [V.V] şeklinde iki kısa ünlü ya da heceleri birleştirip [Vː] şeklinde tek bir uzun ünlü üretmelidir; [Vː.V] şeklinde hatalı süre kombinasyonları üretilmesi kesinlikle engellenmelidir.'",/an.ɫa.jɯʃ.sɯz.ɫɯː.ɯn.ˈdan/,false
anımın,/a.nɯ.ˈmɯn/,a n ɯ m ɯ n,1,"DOĞRU KURALLAR: Kelime 'anı' köküne birinci tekil kişi iyelik (-m) ve tamlayan (-ın) eklerinin gelmesiyle oluşmuştur (anı-m-ın). Hecelenişi 'a.nı.mın' şeklindedir. Türkçe yazımındaki 'ı' grafemi IPA sisteminde daima kapalı, düz ve arka ünlü olan [ɯ] sembolüyle gösterilir. Kelimede aspirasyon gerektiren patlayıcı ünsüzler yer almamaktadır. Herhangi bir istisnai vurgu durumu barındırmadığı için Türkçe standart vurgu kuralı işletilmiş ve birincil vurgu son heceye düşmüştür. HATA ANALİZİ: Referans 1 ve Referans 2, kelimenin IPA dönüşümünde (ı -> ɯ), heceleme mantığında ve sistemin standart vurgu atama işlevinde en ufak bir hata yapmamış, süreci doğru işleterek kusursuz transkripsiyonlar sunmuşlardır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin standart Türkçe kelimelerdeki bu doğru işleyişinin sabitlenmesi için ana kod dizinine şu temel ilkeler eklenmelidir: 1) 'Karakter Haritalama (Mapping): Türkçe kelimedeki 'ı' karakteri her bağlamda doğrudan [ɯ] olarak haritalanmalıdır.' 2) 'Vurgu Tespiti: Kelimede istisnai vurgu (zarflar, bağlaçlar, -yor veya küçültme ekleri gibi durumlar) tespit edilmezse, vurgu algoritmada son heceye kilitlenmelidir.'",/a.nɯ.ˈmɯn/,true
